country ,Year,"Homicide rate per 100,000 population - sex: Total - age: Total"
New Zealand,2013,1.0335582
New Zealand,2014,0.95255077
New Zealand,2015,1.0456172
New Zealand,2016,1.0711039
New Zealand,2017,0.73742396
New Zealand,2018,1.1367098
New Zealand,2019,2.2988348
New Zealand,2020,1.0274377
New Zealand,2021,1.11117
New Zealand,2023,
Nicaragua,1990,15.894716
Nicaragua,1991,16.9159
Nicaragua,1992,18.657509
Nicaragua,1993,16.833496
Nicaragua,1994,15.674794
Nicaragua,1995,14.972694
Nicaragua,1996,13.756153
Nicaragua,1997,13.868568
Nicaragua,1998,12.845378
Nicaragua,1999,11.1091795
Nicaragua,2000,9.291026
Nicaragua,2001,10.341313
Nicaragua,2002,10.53431
Nicaragua,2003,11.929224
Nicaragua,2004,11.993562
Nicaragua,2005,13.3646755
Nicaragua,2006,13.056501
Nicaragua,2007,12.733051
Nicaragua,2008,12.9401045
Nicaragua,2009,13.897941
Nicaragua,2010,13.4056635
Nicaragua,2011,12.418905
Nicaragua,2012,11.159739
Nicaragua,2013,9.706867
Nicaragua,2014,8.455909
Nicaragua,2015,8.319312
Nicaragua,2016,7.0900507
Nicaragua,2017,6.6506886
Nicaragua,2018,10.37699
Nicaragua,2019,7.7281795
Nicaragua,2021,11.006432
Nicaragua,2023,
Niger,2011,4.8081617
Niger,2012,4.3888946
Niger,2023,
Nigeria,2016,33.604195
Nigeria,2019,21.74079
Nigeria,2023,
Niue,2023,
Norfolk Island,2023,
North Korea,2023,
North Macedonia,1998,2.3846843
North Macedonia,1999,1.8776754
North Macedonia,2000,2.3062549
North Macedonia,2001,2.6785054
North Macedonia,2002,2.905939
North Macedonia,2003,3.3797762
North Macedonia,2004,2.3604505
North Macedonia,2006,2.210395
North Macedonia,2007,2.0158503
North Macedonia,2008,1.6776698
North Macedonia,2009,1.674811
North Macedonia,2010,2.053655
North Macedonia,2011,1.4305476
North Macedonia,2012,1.3812957
North Macedonia,2013,1.0465147
North Macedonia,2014,1.662478
North Macedonia,2015,1.1859796
North Macedonia,2016,0.90039027
North Macedonia,2017,1.4678177
North Macedonia,2018,1.1828771
North Macedonia,2019,1.0878943
North Macedonia,2020,0.5210623
North Macedonia,2021,0.6656112
North Macedonia,2022,0.8597637
North Macedonia,2023,
Northern Ireland,1991,7.092662
Northern Ireland,1992,6.6532655
Northern Ireland,1993,6.1752853
Northern Ireland,1994,5.049562
Northern Ireland,1995,1.3340359
Northern Ireland,1996,2.1062121
Northern Ireland,1997,2.3934023
Northern Ireland,1998,4.470222
Northern Ireland,1999,2.0250077
Northern Ireland,2000,2.6738858
Northern Ireland,2001,3.3751018
Northern Ireland,2002,2.2385414
Northern Ireland,2005,1.7942587
Northern Ireland,2006,1.7210588
Northern Ireland,2007,1.6461531
Northern Ireland,2008,1.3489573
Northern Ireland,2009,1.6171007
Northern Ireland,2010,1.2743561
Northern Ireland,2011,1.2125769
Northern Ireland,2012,1.1515468
Northern Ireland,2013,1.0930604
Northern Ireland,2014,0.9236631
Northern Ireland,2015,1.2421548
Northern Ireland,2016,1.020333
Northern Ireland,2017,1.2828503
Northern Ireland,2018,1.2223374
Northern Ireland,2019,1.5314202
Northern Ireland,2020,1.1078813
Northern Ireland,2021,1.1034245
Northern Ireland,2022,1.4132107
Northern Mariana Islands,2023,
Norway,1990,1.108063
Norway,1991,1.1731893
Norway,1992,1.0731223
Norway,1993,0.8812338
Norway,1994,0.76094025
Norway,1995,0.96345013
Norway,1996,0.98139685
Norway,1997,0.8625907
Norway,1998,0.8574634
Norway,1999,0.73955494
Norway,2000,1.0687562
Norway,2001,0.81966907
Norway,2002,1.0135646
Norway,2004,0.7839248
Norway,2005,0.71371585
Norway,2006,0.7079892
Norway,2007,0.6369999
Norway,2008,0.71298945
Norway,2009,0.6005135
Norway,2010,0.59307843
Norway,2011,2.2408123
Norway,2012,0.53794974
Norway,2013,0.9053926
Norway,2014,0.5644303
Norway,2015,0.46239594
Norway,2016,0.5156027
Norway,2017,0.530565
Norway,2018,0.47060418
Norway,2019,0.52353287
Norway,2020,0.5762254
Norway,2021,0.5367368
Norway,2022,0.5520471
Norway,2023,
Oceania (UN),2000,3.094576
Oceania (UN),2001,2.9357376
Oceania (UN),2002,3.0845072
Oceania (UN),2003,3.232133
Oceania (UN),2004,3.050152
Oceania (UN),2005,3.0521536
Oceania (UN),2006,3.0573175
Oceania (UN),2007,2.6378613
Oceania (UN),2008,2.8316567
Oceania (UN),2009,3.092007
Oceania (UN),2010,2.900689
Oceania (UN),2011,2.9056568
Oceania (UN),2012,2.8817048
Oceania (UN),2013,2.9008741
Oceania (UN),2014,2.900352
Oceania (UN),2015,2.9064977
Oceania (UN),2016,2.878421
Oceania (UN),2017,2.8182988
Oceania (UN),2018,2.9779515
Oceania (UN),2019,3.0673318
Oceania (UN),2020,2.9498804
Oceania (UN),2021,2.9040174
Oceania (UN),2022,2.916491
Oman,2002,1.1648906
Oman,2003,1.4393815
Oman,2004,1.7011935
Oman,2005,2.107195
Oman,2006,4.725363
Oman,2007,1.4199634
Oman,2008,1.7728965
Oman,2009,1.3716216
Oman,2010,1.6655592
Oman,2011,1.0602238
Oman,2012,1.1030725
Oman,2013,2.5414758
Oman,2014,0.2993065
Oman,2015,0.38169968
Oman,2016,0.36379594
Oman,2017,0.3742965
Oman,2018,0.28253764
Oman,2019,0.49969932
Oman,2020,0.30813935
Oman,2021,0.24333748
Oman,2022,0.26222068
Oman,2023,
Orange Free State,2023,
Pakistan,1990,7.112651
Pakistan,1996,6.603281
Pakistan,1997,6.583162
Pakistan,1998,7.043081
Pakistan,1999,6.2340317
Pakistan,2000,5.7692585
Pakistan,2001,6.025083
Pakistan,2002,5.7980137
Pakistan,2003,5.600543
Pakistan,2004,5.633799
Pakistan,2005,5.6098423
Pakistan,2006,5.6427255
Pakistan,2007,5.8024063
Pakistan,2008,6.485706
Pakistan,2009,6.5699496
Pakistan,2010,6.7830777
Pakistan,2011,6.978756
Pakistan,2012,6.847477
Pakistan,2013,6.78736
Pakistan,2014,6.37498
Pakistan,2015,4.496389
Pakistan,2016,3.9882948
Pakistan,2017,3.8058107
Pakistan,2018,3.7504866
Pakistan,2019,3.589002
Pakistan,2020,3.6752288
Pakistan,2021,3.9187195
Pakistan,2022,4.2137203
Pakistan,2023,
Pakistan (former),2023,
Palau,2015,16.859615
Palau,2016,0
Palau,2017,0
Palau,2018,11.195388
Palau,2023,
Palestine,1995,1.1817875
Palestine,1996,4.3891716
Palestine,1997,1.5804924
Palestine,1998,1.5249492
Palestine,1999,1.7736984
Palestine,2000,1.3375992
Palestine,2001,1.7337042
Palestine,2002,2.5683746
Palestine,2004,2.7744663
Palestine,2005,2.343843
Palestine,2008,1.2339783
Palestine,2009,1.1283793
Palestine,2010,0.97688586
Palestine,2011,0.73390096
Palestine,2012,0.69308996
Palestine,2013,0.5605127
Palestine,2014,0.5478858
Palestine,2015,1.2041171
Palestine,2016,0.41359663
Palestine,2017,0.72325855
Palestine,2018,0.49942285
Palestine,2019,0.7128636
Palestine,2020,0.95628923
Palestine,2021,0.8766134
Palestine,2022,1.4095045
Palestine,2023,
Panama,1990,11.347087
Panama,1991,11.750393
Panama,1992,12.175157
Panama,1993,11.81208
Panama,1994,12.136538
Panama,1995,13.880364
Panama,1996,8.947881
Panama,1997,11.138645
Panama,1998,9.739437
Panama,1999,9.683601
Panama,2000,9.960916
Panama,2001,9.9966545
Panama,2002,12.047456
Panama,2003,10.592128
Panama,2004,9.496469
Panama,2005,11.010724
Panama,2006,6.5606394
Panama,2007,8.130285
Panama,2008,14.104748
Panama,2009,15.789431
Panama,2010,12.694495
Panama,2011,14.883397
Panama,2012,16.964672
Panama,2013,17.348953
Panama,2014,15.531812
Panama,2015,11.902659
Panama,2016,10.05877
Panama,2017,9.228374
Panama,2018,9.627262
Panama,2019,11.34073
Panama,2020,11.643078
Panama,2021,12.639997
Panama,2022,11.318836
Panama,2023,
Papua New Guinea,1998,9.768763
Papua New Guinea,1999,8.45644
Papua New Guinea,2000,8.441809
Papua New Guinea,2001,7.651151
Papua New Guinea,2002,7.976111
Papua New Guinea,2003,9.998391
Papua New Guinea,2005,9.27861
Papua New Guinea,2006,9.093324
Papua New Guinea,2007,7.5132923
Papua New Guinea,2008,8.447759
Papua New Guinea,2009,9.471538
Papua New Guinea,2010,9.402278
Papua New Guinea,2023,
Paraguay,2000,19.41911
Paraguay,2001,25.213272
Paraguay,2002,25.952835
Paraguay,2003,24.004091
Paraguay,2004,22.321413
Paraguay,2005,16.195358
Paraguay,2006,13.406388
Paraguay,2007,14.006792
Paraguay,2008,14.756035
Paraguay,2009,14.397005
Paraguay,2010,12.845375
Paraguay,2011,11.242417
Paraguay,2012,10.95669
Paraguay,2013,10.057193
Paraguay,2014,9.489845
Paraguay,2015,9.987132
Paraguay,2016,10.675618
Paraguay,2017,8.512441
Paraguay,2018,7.713405
Paraguay,2019,8.483886
Paraguay,2020,7.2672935
Paraguay,2021,7.8313804
Paraguay,2022,6.960888
Paraguay,2023,
Peru,2011,5.4854984
Peru,2012,6.615217
Peru,2013,6.701331
Peru,2014,6.8393073
Peru,2015,7.316391
Peru,2016,7.821338
Peru,2017,7.868887
Peru,2018,7.613974
Peru,2019,7.2658343
Peru,2020,5.7138987
Peru,2021,8.46199
Peru,2023,
Philippines,1990,15.076618
Philippines,1991,13.81192
Philippines,1992,12.848694
Philippines,1993,11.739725
Philippines,1994,9.528416
Philippines,1998,7.9377737
Philippines,1999,7.479436
Philippines,2000,7.356504
Philippines,2001,7.3493505
Philippines,2002,8.061701
Philippines,2007,6.6568875
Philippines,2008,6.3779197
Philippines,2009,9.77762
Philippines,2010,9.134933
Philippines,2011,8.811691
Philippines,2012,8.654289
Philippines,2016,10.636445
Philippines,2017,7.746033
Philippines,2018,5.204993
Philippines,2019,4.315968
Philippines,2023,
Pitcairn,2023,
Poland,1990,1.7838258
Poland,1991,2.2244124
Poland,1992,2.2403896
Poland,1993,2.3617344
Poland,1994,2.389548
Poland,1995,2.2212398
Poland,1996,2.273354
Poland,1997,2.1017742
Poland,1998,1.977593
Poland,1999,1.9319537
Poland,2000,2.2205236
Poland,2001,2.0070941
Poland,2002,1.8526436
Poland,2008,0.8462503
Poland,2009,1.0037534
Poland,2010,0.9948869
Poland,2011,1.0926741
Poland,2012,1.0588757
Poland,2013,0.79000497
Poland,2014,0.74387264
Poland,2015,0.772959
Poland,2016,0.67476183
Poland,2017,0.74481976
Poland,2018,0.70869595
Poland,2019,0.6572521
Poland,2020,0.69219697
Poland,2021,0.71265
Poland,2022,0.6774193
Poland,2023,
Polynesia,2000,3.6962655
Polynesia,2001,4.0627794
Polynesia,2002,4.9745817
Polynesia,2003,4.346247
Polynesia,2004,3.8692544
Polynesia,2005,4.45613
Polynesia,2006,4.7387843
Polynesia,2007,3.8207574
Polynesia,2008,4.8533645
Polynesia,2009,4.121727
Polynesia,2010,3.6624255
Polynesia,2011,3.3165305
Polynesia,2012,2.388058
Polynesia,2013,2.2168195
Polynesia,2014,2.4206522
Polynesia,2015,2.7654123
Polynesia,2016,2.3920257
Polynesia,2017,3.5885034
Polynesia,2018,5.4518585
Polynesia,2019,2.2997837
Polynesia,2020,3.320572
Polynesia,2021,3.3204246
Polynesia,2022,3.322595
Portugal,1990,1.5475528
Portugal,1991,1.5225999
Portugal,1992,1.4297106
Portugal,1993,1.399619
Portugal,1994,1.4274156
Portugal,1995,1.0844424
Portugal,1996,1.0507903
Portugal,1997,1.1253092
Portugal,1998,1.2279683
Portugal,1999,1.0651429
Portugal,2000,1.1261451
Portugal,2001,1.0123585
Portugal,2002,1.1408396
Portugal,2005,1.2828658
Portugal,2010,1.1710927
Portugal,2011,1.0790523
Portugal,2012,1.1594659
Portugal,2013,1.3760765
Portugal,2014,0.88390386
Portugal,2015,0.96474475
Portugal,2016,0.63874555
Portugal,2017,0.7373251
Portugal,2018,0.78718466
Portugal,2019,0.70943195
Portugal,2020,0.7865458
Portugal,2021,0.7968822
Portugal,2023,
Puerto Rico,1990,16.931093
Puerto Rico,1991,22.831114
Puerto Rico,1992,23.916101
Puerto Rico,1993,26.172718
Puerto Rico,1994,27.069313
Puerto Rico,1995,23.320171
Puerto Rico,1996,23.253246
Puerto Rico,1997,19.257788
Puerto Rico,1998,17.224804
Puerto Rico,1999,15.563835
Puerto Rico,2000,19.178968
Puerto Rico,2001,20.928303
Puerto Rico,2002,21.405596
Puerto Rico,2003,21.382105
Puerto Rico,2004,22.085194
Puerto Rico,2005,21.678812
Puerto Rico,2006,20.651136
Puerto Rico,2007,20.500921
Puerto Rico,2008,23.259403
Puerto Rico,2009,25.568745
Puerto Rico,2010,27.703648
Puerto Rico,2011,31.93725
Puerto Rico,2012,27.747494
Puerto Rico,2013,25.56004
Puerto Rico,2014,19.775219
Puerto Rico,2015,17.556225
Puerto Rico,2016,20.508392
Puerto Rico,2017,21.625423
Puerto Rico,2018,20.004404
Puerto Rico,2019,19.223253
Puerto Rico,2020,16.994925
Puerto Rico,2021,19.410152
Puerto Rico,2022,17.586975
Puerto Rico,2023,14.231758
Qatar,1990,0.9056443
Qatar,1991,0.87626004
Qatar,1992,1.2730948
Qatar,1993,0.8229767
Qatar,1994,0.99863684
Qatar,1998,0.34423557
Qatar,1999,0.4891554
Qatar,2000,0.15481386
Qatar,2001,0.73656034
Qatar,2004,0.6427202
Qatar,2005,0.70695525
Qatar,2006,0.49258173
Qatar,2007,0.73058236
Qatar,2008,0.83086497
Qatar,2009,0.49680954
Qatar,2010,0.23343979
Qatar,2011,0.22170836
Qatar,2012,0.3673268
Qatar,2013,0.44215158
Qatar,2014,0.4064187
Qatar,2015,0.24849114
Qatar,2016,0.46239817
Qatar,2017,0.44251785
Qatar,2018,0.36143726
Qatar,2019,0.39184463
Qatar,2020,0.43472198
Qatar,2021,0.33479217
Qatar,2022,0.07420814
Qatar,2023,
Republic of Vietnam,2023,
Reunion,2004,2.7895036
Reunion,2005,2.998839
Reunion,2006,2.2475486
Reunion,2007,2.7887619
Reunion,2008,2.0595472
Reunion,2009,1.6985407
Reunion,2023,
Romania,1990,3.4856887
Romania,1991,3.6160693
Romania,1992,3.6796691
Romania,1993,3.2436016
Romania,1994,3.4286559
Romania,1995,3.363935
Romania,1996,3.2206452
Romania,1997,3.1090825
Romania,1998,2.5314465
Romania,1999,2.5681736
Romania,2000,2.5365105
Romania,2001,3.2067766
Romania,2002,3.0295289
Romania,2003,3.2400243
Romania,2004,2.2875357
Romania,2005,2.0528853
Romania,2006,1.7073659
Romania,2007,1.8270141
Romania,2008,1.4661968
Romania,2009,1.2606078
Romania,2010,1.3080759
Romania,2011,1.0138334
Romania,2012,1.0527822
Romania,2013,1.0863853
Romania,2014,1.6253384
Romania,2015,1.7029973
Romania,2016,1.5456247
Romania,2017,1.2944916
Romania,2018,1.275069
Romania,2019,1.2497303
Romania,2020,1.4453217
Romania,2021,1.2623806
Romania,2022,1.256405
Romania,2023,
Russia,1990,14.286612
Russia,1991,15.237573
Russia,1992,22.801723
Russia,1993,30.262476
Russia,1994,32.164406
Russia,1995,30.464308
Russia,1996,26.36585
Russia,1997,23.654865
Russia,1998,22.72119
Russia,1999,25.944033
Russia,2000,27.981916
Russia,2001,29.350595
Russia,2002,30.394917
Russia,2003,28.813345
Russia,2004,27.194326
Russia,2005,24.781633
Russia,2006,20.122972
Russia,2007,17.73156
Russia,2008,12.711187
Russia,2009,12.334836
Russia,2010,11.651562
Russia,2011,11.282427
Russia,2012,11.311754
Russia,2013,11.137363
Russia,2014,11.446784
Russia,2015,11.506314
Russia,2016,10.93246
Russia,2017,9.139064
Russia,2018,8.214083
Russia,2019,7.68617
Russia,2020,7.3459663
Russia,2021,6.7993197
Russia,2023,
Rwanda,2006,3.4411838
Rwanda,2007,2.8141892
Rwanda,2008,1.472092
Rwanda,2010,2.8227677
Rwanda,2012,2.3615508
Rwanda,2013,3.233841
Rwanda,2014,3.7648046
Rwanda,2015,2.5165424
Rwanda,2016,3.285586
Rwanda,2017,3.8429024
Rwanda,2018,2.2742128
Rwanda,2019,3.1476364
Rwanda,2020,3.5903468
Rwanda,2023,
Saint Barthelemy,2023,
Saint Helena,1994,0
Saint Helena,1995,0
Saint Helena,1996,0
Saint Helena,1997,0
Saint Helena,1998,0
Saint Helena,1999,0
Saint Helena,2000,0
Saint Helena,2001,0
Saint Helena,2002,0
Saint Helena,2003,0
Saint Helena,2004,17.736786
Saint Helena,2005,0
Saint Helena,2006,0
Saint Helena,2007,0
Saint Helena,2008,0
Saint Helena,2009,0
Saint Helena,2023,
Saint Kitts and Nevis,1995,9.400705
Saint Kitts and Nevis,1996,9.2812805
Saint Kitts and Nevis,1997,16.034636
Saint Kitts and Nevis,1998,18.087067
Saint Kitts and Nevis,1999,13.385239
Saint Kitts and Nevis,2000,6.599063
Saint Kitts and Nevis,2001,13.047591
Saint Kitts and Nevis,2002,10.807539
Saint Kitts and Nevis,2003,21.537567
Saint Kitts and Nevis,2004,23.61554
Saint Kitts and Nevis,2005,17.121273
Saint Kitts and Nevis,2006,36.26744
Saint Kitts and Nevis,2007,34.031693
Saint Kitts and Nevis,2008,48.7748
Saint Kitts and Nevis,2009,57.098747
Saint Kitts and Nevis,2010,44.300995
Saint Kitts and Nevis,2011,71.456345
Saint Kitts and Nevis,2012,37.7145
Saint Kitts and Nevis,2016,62.777924
Saint Kitts and Nevis,2017,48.131756
Saint Kitts and Nevis,2018,48.156445
Saint Kitts and Nevis,2019,25.151169
Saint Kitts and Nevis,2020,20.989662
Saint Kitts and Nevis,2021,29.40775
Saint Kitts and Nevis,2022,23.081362
Saint Kitts and Nevis,2023,
Saint Lucia,1990,9.838301
Saint Lucia,1991,6.93152
Saint Lucia,1992,9.561535
Saint Lucia,1993,5.3837433
Saint Lucia,1994,6.641804
Saint Lucia,1995,10.502271
Saint Lucia,1996,7.7937765
Saint Lucia,1997,8.362602
Saint Lucia,1998,8.925441
Saint Lucia,1999,10.110233
Saint Lucia,2000,14.420063
Saint Lucia,2001,21.171467
Saint Lucia,2002,25.958054
Saint Lucia,2003,22.07959
Saint Lucia,2004,22.528145
Saint Lucia,2005,24.790565
Saint Lucia,2006,25.830557
Saint Lucia,2007,17.311573
Saint Lucia,2008,23.134966
Saint Lucia,2009,22.983425
Saint Lucia,2010,25.740778
Saint Lucia,2011,26.72158
Saint Lucia,2012,22.527206
Saint Lucia,2013,18.967861
Saint Lucia,2014,19.45041
Saint Lucia,2015,15.943242
Saint Lucia,2016,17.0055
Saint Lucia,2017,27.658068
Saint Lucia,2018,20.799604
Saint Lucia,2019,25.758259
Saint Lucia,2020,29.011948
Saint Lucia,2021,38.96433
Saint Lucia,2022,36.695717
Saint Lucia,2023,
Saint Martin (French part),2011,22.008253
Saint Martin (French part),2012,5.551546
Saint Martin (French part),2013,22.447004
Saint Martin (French part),2014,22.688278
Saint Martin (French part),2015,17.133066
Saint Martin (French part),2016,28.726551
Saint Martin (French part),2023,
Saint Pierre and Miquelon,2006,0
Saint Pierre and Miquelon,2007,0
Saint Pierre and Miquelon,2008,16.505735
Saint Pierre and Miquelon,2009,16.518005
Saint Pierre and Miquelon,2023,
Saint Vincent and the Grenadines,1990,9.778864
Saint Vincent and the Grenadines,1991,15.960277
Saint Vincent and the Grenadines,1992,15.898041
Saint Vincent and the Grenadines,1993,12.321666
Saint Vincent and the Grenadines,1994,11.409163
Saint Vincent and the Grenadines,1995,17.517122
Saint Vincent and the Grenadines,1996,20.99912
Saint Vincent and the Grenadines,1997,7.875635
Saint Vincent and the Grenadines,1998,21.022297
Saint Vincent and the Grenadines,1999,12.281294
Saint Vincent and the Grenadines,2000,17.572762
Saint Vincent and the Grenadines,2001,10.559569
Saint Vincent and the Grenadines,2002,17.628988
Saint Vincent and the Grenadines,2003,15.913994
Saint Vincent and the Grenadines,2004,25.75317
Saint Vincent and the Grenadines,2005,23.20548
Saint Vincent and the Grenadines,2006,17.94905
Saint Vincent and the Grenadines,2007,36.093266
Saint Vincent and the Grenadines,2008,14.503855
Saint Vincent and the Grenadines,2009,20.939644
Saint Vincent and the Grenadines,2010,22.871258
Saint Vincent and the Grenadines,2016,37.749203
Saint Vincent and the Grenadines,2017,36.949837
Saint Vincent and the Grenadines,2018,32.294678
Saint Vincent and the Grenadines,2019,18.10843
Saint Vincent and the Grenadines,2020,31.538958
Saint Vincent and the Grenadines,2021,30.671318
Saint Vincent and the Grenadines,2022,40.405014
Saint Vincent and the Grenadines,2023,
Samoa,2009,8.282602
Samoa,2010,8.218974
Samoa,2013,3.0009153
Samoa,2017,3.3713899
Samoa,2018,6.1993027
Samoa,2023,
San Marino,1995,0
San Marino,1996,0
San Marino,1997,0
San Marino,1998,0
San Marino,1999,0
San Marino,2000,0
San Marino,2001,0
San Marino,2002,3.575387
San Marino,2003,0
San Marino,2004,0
San Marino,2005,0
San Marino,2006,0
San Marino,2007,0
San Marino,2008,0
San Marino,2009,0
San Marino,2010,0
San Marino,2011,0
San Marino,2023,
Sao Tome and Principe,1990,6.6476655
Sao Tome and Principe,1991,5.687173
Sao Tome and Principe,1992,9.55049
Sao Tome and Principe,1993,6.241126
Sao Tome and Principe,1994,6.1224804
Sao Tome and Principe,2006,2.4136443
Sao Tome and Principe,2007,2.3550954
Sao Tome and Principe,2008,8.045815
Sao Tome and Principe,2009,2.8069704
Sao Tome and Principe,2010,3.2941964
Sao Tome and Principe,2011,3.225035
Sao Tome and Principe,2023,
Saudi Arabia,1999,0.8757876
Saudi Arabia,2000,0.8028815
Saudi Arabia,2001,1.0368592
Saudi Arabia,2002,1.2597568
Saudi Arabia,2003,1.079874
Saudi Arabia,2004,1.2720921
Saudi Arabia,2005,1.2173307
Saudi Arabia,2006,1.0046145
Saudi Arabia,2007,1.0037853
Saudi Arabia,2018,0.6396686
Saudi Arabia,2019,0.7954814
Saudi Arabia,2023,
Scotland,1990,1.5007176
Scotland,1991,1.2590172
Scotland,1992,2.1629615
Scotland,1993,2.2386038
Scotland,1994,2.1363292
Scotland,1995,2.4492083
Scotland,1996,2.4743774
Scotland,1997,1.6918011
Scotland,1998,1.8908544
Scotland,1999,2.365954
Scotland,2000,2.093645
Scotland,2001,2.2905889
Scotland,2002,2.4674299
Scotland,2003,2.1505377
Scotland,2004,2.6945696
Scotland,2005,1.859027
Scotland,2006,2.337814
Scotland,2007,2.2243714
Scotland,2008,1.902785
Scotland,2009,1.5673082
Scotland,2010,1.9003459
Scotland,2011,1.7547501
Scotland,2012,1.1856369
Scotland,2013,1.1637292
Scotland,2014,1.1780986
Scotland,2015,1.098083
Scotland,2016,1.202657
Scotland,2017,1.0875977
Scotland,2018,1.1768817
Scotland,2019,1.2080611
Scotland,2020,1.0794
Scotland,2021,0.96717095
Senegal,2023,
Serbia,2000,2.873338
Serbia,2001,3.0690367
Serbia,2002,2.5302782
Serbia,2003,2.2313893
Serbia,2004,2.0856133
Serbia,2005,1.8771683
Serbia,2006,2.0013363
Serbia,2007,2.2041268
Serbia,2008,1.8128154
Serbia,2009,2.0031126
Serbia,2010,1.724645
Serbia,2011,1.6927092
Serbia,2012,1.4490176
Serbia,2013,1.8370022
Serbia,2014,1.5641652
Serbia,2015,1.3298764
Serbia,2016,1.5480521
Serbia,2017,1.1520613
Serbia,2018,1.4124639
Serbia,2019,1.1890196
Serbia,2020,1.1416138
Serbia,2021,1.0552616
Serbia,2022,1.024737
Serbia,2023,
Serbia and Montenegro,2023,
Seychelles,2004,11.804355
Seychelles,2006,10.333781
Seychelles,2007,9.057509
Seychelles,2008,6.693142
Seychelles,2009,15.379545
Seychelles,2010,9.739364
Seychelles,2011,17.05266
Seychelles,2012,4.1968756
Seychelles,2013,18.611576
Seychelles,2014,16.326365
Seychelles,2015,7.0536075
Seychelles,2016,11.939289
Seychelles,2017,6.875519
Seychelles,2018,8.729304
Seychelles,2019,9.581068
Seychelles,2020,8.52838
Seychelles,2021,4.6961365
Seychelles,2022,9.335456
Seychelles,2023,
Sierra Leone,2004,2.024098
Sierra Leone,2005,1.7419353
Sierra Leone,2006,1.7384497
Sierra Leone,2007,2.2562099
Sierra Leone,2008,3.0209193
Sierra Leone,2009,2.524025
Sierra Leone,2010,2.5323544
Sierra Leone,2011,2.8280265
Sierra Leone,2012,1.6645582
Sierra Leone,2015,1.6951996
Sierra Leone,2020,2.1374865
Sierra Leone,2023,
Singapore,1990,1.5551538
Singapore,1991,1.6342906
Singapore,1992,1.3319988
Singapore,1993,1.7395837
Singapore,1994,1.4249928
Singapore,1995,1.5237558
Singapore,1996,0.9036385
Singapore,1997,1.0104636
Singapore,1998,1.0345827
Singapore,1999,0.98323905
Singapore,2000,1.0114459
Singapore,2001,0.77644706
Singapore,2002,0.742196
Singapore,2003,0.6388394
Singapore,2004,0.46833998
Singapore,2006,0.3789075
Singapore,2007,0.3859964
Singapore,2008,0.5580355
Singapore,2009,0.3991455
Singapore,2010,0.36796105
Singapore,2011,0.30295318
Singapore,2012,0.20442279
Singapore,2013,0.3103291
Singapore,2014,0.25132385
Singapore,2015,0.24778682
Singapore,2016,0.31512976
Singapore,2017,0.19082357
Singapore,2018,0.15478447
Singapore,2019,0.20455457
Singapore,2020,0.16920847
Singapore,2021,0.10099206
Singapore,2022,0.117141314
Singapore,2023,
Sint Maarten (Dutch part),2023,
Slovakia,1990,1.7676222
Slovakia,1991,2.4241383
Slovakia,1993,2.574288
Slovakia,1994,2.4162683
Slovakia,1995,2.3925247
Slovakia,1996,2.4634728
Slovakia,1997,2.609103
Slovakia,1998,2.383133
Slovakia,1999,2.6234407
Slovakia,2000,2.3992457
Slovakia,2001,2.1947544
Slovakia,2002,2.2510765
Slovakia,2003,2.549133
Slovakia,2004,2.0093281
Slovakia,2005,1.7298329
Slovakia,2006,1.524947
Slovakia,2007,1.5246221
Slovakia,2008,1.5980271
Slovakia,2009,1.4474125
Slovakia,2010,1.6492403
Slovakia,2011,1.7768959
Slovakia,2012,1.3865051
Slovakia,2013,1.4405127
Slovakia,2014,1.328519
Slovakia,2015,0.88488317
Slovakia,2016,1.1047274
Slovakia,2017,1.4707458
Slovakia,2018,1.2300923
Slovakia,2019,1.3934921
Slovakia,2020,1.1545479
Slovakia,2021,1.0096148
Slovakia,2022,0.7442252
Slovakia,2023,
Slovenia,1990,2.0644262
Slovenia,1991,2.0102544
Slovenia,1992,2.410437
Slovenia,1993,1.3054273
Slovenia,1994,2.0588024
Slovenia,1995,2.2098272
Slovenia,1996,1.9089079
Slovenia,1997,1.8092016
Slovenia,1998,0.70412654
Slovenia,1999,1.2586462
Slovenia,2000,1.8142061
Slovenia,2001,1.4123673
Slovenia,2002,1.8147292
Slovenia,2003,1.0555882
Slovenia,2004,1.3522162
Slovenia,2005,0.9976162
Slovenia,2006,0.59595644
Slovenia,2007,1.1862227
Slovenia,2008,0.4916341
Slovenia,2009,0.6355172
Slovenia,2010,0.72911525
Slovenia,2011,0.7746485
Slovenia,2012,0.67653966
Slovenia,2013,0.5790458
Slovenia,2014,0.7711152
Slovenia,2015,0.96114016
Slovenia,2016,0.47846434
Slovenia,2017,0.90545523
Slovenia,2018,0.42736584
Slovenia,2019,0.6625958
Slovenia,2020,0.51944596
Slovenia,2021,0.42464647
Slovenia,2022,0.6132527
Slovenia,2023,
Solomon Islands,2004,4.239219
Solomon Islands,2005,5.388757
Solomon Islands,2006,4.6612535
Solomon Islands,2007,5.152402
Solomon Islands,2008,3.6821635
Solomon Islands,2023,
Somalia,2023,
South Africa,1994,60.00973
South Africa,1995,61.103416
South Africa,1996,57.02885
South Africa,1997,54.070827
South Africa,1998,54.800026
South Africa,1999,48.752625
South Africa,2000,46.47828
South Africa,2001,45.321045
South Africa,2002,45.22097
South Africa,2003,41.210667
South Africa,2004,38.70371
